AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
159.59136962890625,2021-12-03,316.0433654785156,2021-12-03,142.00149536132812,2021-12-03,338.3233337402344,2021-12-03
163.0230255126953,2021-12-06,319.15472412109375,2021-12-06,143.15499877929688,2021-12-06,336.336669921875,2021-12-06
168.8015899658203,2021-12-07,327.6964111328125,2021-12-07,147.26950073242188,2021-12-07,350.5833435058594,2021-12-07
172.64739990234375,2021-12-08,327.745361328125,2021-12-08,148.18649291992188,2021-12-08,356.32000732421875,2021-12-08
172.13461303710938,2021-12-09,325.9156799316406,2021-12-09,147.6385040283203,2021-12-09,334.6000061035156,2021-12-09
176.95669555664062,2021-12-10,335.152099609375,2021-12-10,148.00149536132812,2021-12-10,339.010009765625,2021-12-10
173.29823303222656,2021-12-13,332.0798645019531,2021-12-13,145.82650756835938,2021-12-13,322.13665771484375,2021-12-13
171.90782165527344,2021-12-14,321.2583312988281,2021-12-14,143.90699768066406,2021-12-14,319.5033264160156,2021-12-14
176.8087921142578,2021-12-15,327.4322509765625,2021-12-15,146.4409942626953,2021-12-15,325.3299865722656,2021-12-15
169.86659240722656,2021-12-16,317.89251708984375,2021-12-16,144.44500732421875,2021-12-16,308.97332763671875,2021-12-16
168.76214599609375,2021-12-17,316.8163146972656,2021-12-17,141.72500610351562,2021-12-17,310.8566589355469,2021-12-17
167.39144897460938,2021-12-20,313.0101623535156,2021-12-20,141.60699462890625,2021-12-20,299.9800109863281,2021-12-20
170.58644104003906,2021-12-21,320.23101806640625,2021-12-21,143.47250366210938,2021-12-21,312.84332275390625,2021-12-21
173.1996307373047,2021-12-22,326.0135192871094,2021-12-22,146.4149932861328,2021-12-22,336.2900085449219,2021-12-22
173.8307342529297,2021-12-23,327.47137451171875,2021-12-23,146.91650390625,2021-12-23,355.6666564941406,2021-12-23
177.82444763183594,2021-12-27,335.0640563964844,2021-12-27,147.906494140625,2021-12-27,364.64666748046875,2021-12-27
176.7989044189453,2021-12-28,333.88995361328125,2021-12-28,146.68699645996094,2021-12-28,362.8233337402344,2021-12-28
176.88766479492188,2021-12-29,334.5748291015625,2021-12-29,146.65499877929688,2021-12-29,362.0633239746094,2021-12-29
175.7240447998047,2021-12-30,332.0015869140625,2021-12-30,146.20050048828125,2021-12-30,356.7799987792969,2021-12-30
175.10284423828125,2021-12-31,329.0662536621094,2021-12-31,144.8520050048828,2021-12-31,352.260009765625,2021-12-31
179.4811248779297,2022-01-03,327.5301208496094,2022-01-03,144.9915008544922,2022-01-03,399.9266662597656,2022-01-03
177.20321655273438,2022-01-04,321.9139099121094,2022-01-04,144.39950561523438,2022-01-04,383.1966552734375,2022-01-04
172.4896240234375,2022-01-05,309.5563049316406,2022-01-05,137.77499389648438,2022-01-05,362.7066650390625,2022-01-05
169.61019897460938,2022-01-06,307.1101989746094,2022-01-06,137.74749755859375,2022-01-06,354.8999938964844,2022-01-06
169.77786254882812,2022-01-07,307.2667541503906,2022-01-07,137.01699829101562,2022-01-07,342.32000732421875,2022-01-07
169.7975616455078,2022-01-10,307.4917907714844,2022-01-10,138.66949462890625,2022-01-10,352.7066650390625,2022-01-10
172.64739990234375,2022-01-11,308.1865234375,2022-01-11,139.73599243164062,2022-01-11,354.79998779296875,2022-01-11
173.09115600585938,2022-01-12,311.40557861328125,2022-01-12,141.4304962158203,2022-01-12,368.739990234375,2022-01-12
169.7975616455078,2022-01-13,298.2260437011719,2022-01-13,138.58700561523438,2022-01-13,343.85333251953125,2022-01-13
170.6653594970703,2022-01-14,303.5095520019531,2022-01-14,139.48049926757812,2022-01-14,349.8699951171875,2022-01-14
167.44076538085938,2022-01-18,296.12249755859375,2022-01-18,135.9980010986328,2022-01-18,343.5033264160156,2022-01-18
163.9203643798828,2022-01-19,296.78778076171875,2022-01-19,135.1165008544922,2022-01-19,331.8833312988281,2022-01-19
162.22427368164062,2022-01-20,295.0950927734375,2022-01-20,133.3074951171875,2022-01-20,332.0899963378906,2022-01-20
160.1534423828125,2022-01-21,289.64520263671875,2022-01-21,130.35150146484375,2022-01-21,314.6333312988281,2022-01-21
159.3744354248047,2022-01-24,289.97784423828125,2022-01-24,130.8040008544922,2022-01-24,310.0,2022-01-24
157.5599822998047,2022-01-25,282.26788330078125,2022-01-25,126.93499755859375,2022-01-25,306.1333312988281,2022-01-25
157.4712371826172,2022-01-26,290.3105163574219,2022-01-26,129.23300170898438,2022-01-26,312.4700012207031,2022-01-26
157.0077667236328,2022-01-27,293.373046875,2022-01-27,129.0050048828125,2022-01-27,276.3666687011719,2022-01-27
167.96340942382812,2022-01-28,301.6114196777344,2022-01-28,133.3509979248047,2022-01-28,282.1166687011719,2022-01-28
172.35157775878906,2022-01-31,304.2727966308594,2022-01-31,135.30349731445312,2022-01-31,312.239990234375,2022-01-31
172.18392944335938,2022-02-01,302.10064697265625,2022-02-01,137.6439971923828,2022-02-01,310.4166564941406,2022-02-01
173.39682006835938,2022-02-02,306.6992492675781,2022-02-02,148.0,2022-02-02,301.88665771484375,2022-02-02
170.49771118164062,2022-02-03,294.7526550292969,2022-02-03,143.08999633789062,2022-02-03,297.0466613769531,2022-02-03
170.2113494873047,2022-02-04,299.34149169921875,2022-02-04,143.29299926757812,2022-02-04,307.7733459472656,2022-02-04
169.49058532714844,2022-02-07,294.4591064453125,2022-02-07,139.2010040283203,2022-02-07,302.4466552734375,2022-02-07
172.6205291748047,2022-02-08,297.99127197265625,2022-02-08,139.3990020751953,2022-02-08,307.3333435058594,2022-02-08
174.05221557617188,2022-02-09,304.497802734375,2022-02-09,141.5919952392578,2022-02-09,310.6666564941406,2022-02-09
169.9447784423828,2022-02-10,295.85821533203125,2022-02-10,138.6199951171875,2022-02-10,301.51666259765625,2022-02-10
166.50877380371094,2022-02-11,288.67657470703125,2022-02-11,134.28250122070312,2022-02-11,286.6666564941406,2022-02-11
166.7457275390625,2022-02-14,288.637451171875,2022-02-14,135.5260009765625,2022-02-14,291.9200134277344,2022-02-14
170.60630798339844,2022-02-15,293.98944091796875,2022-02-15,136.60850524902344,2022-02-15,307.4766540527344,2022-02-15
170.36935424804688,2022-02-16,293.6463317871094,2022-02-16,137.73800659179688,2022-02-16,307.7966613769531,2022-02-16
166.7457275390625,2022-02-17,285.0477294921875,2022-02-17,132.53900146484375,2022-02-17,292.1166687011719,2022-02-17
165.1856689453125,2022-02-18,282.3024597167969,2022-02-18,130.4029998779297,2022-02-18,285.6600036621094,2022-02-18
162.24334716796875,2022-02-22,282.0965576171875,2022-02-22,129.81350708007812,2022-02-22,273.84332275390625,2022-02-22
158.04705810546875,2022-02-23,274.7921447753906,2022-02-23,127.58799743652344,2022-02-23,254.67999267578125,2022-02-23
160.68331909179688,2022-02-24,288.8323059082031,2022-02-24,132.6909942626953,2022-02-24,266.92333984375,2022-02-24
162.76666259765625,2022-02-25,291.4990539550781,2022-02-25,134.45950317382812,2022-02-25,269.9566650390625,2022-02-25
163.03323364257812,2022-02-28,292.9502258300781,2022-02-28,135.0570068359375,2022-02-28,290.1433410644531,2022-02-28
161.13751220703125,2022-03-01,289.1852722167969,2022-03-01,134.06149291992188,2022-03-01,288.1233215332031,2022-03-01
164.45501708984375,2022-03-02,294.3227844238281,2022-03-02,134.57150268554688,2022-03-02,293.2966613769531,2022-03-02
164.12921142578125,2022-03-03,290.13629150390625,2022-03-03,133.89950561523438,2022-03-03,279.7633361816406,2022-03-03
161.10787963867188,2022-03-04,284.1947021484375,2022-03-04,131.906494140625,2022-03-04,279.42999267578125,2022-03-04
157.2867889404297,2022-03-07,273.4587097167969,2022-03-07,126.37850189208984,2022-03-07,268.1933288574219,2022-03-07
155.4503173828125,2022-03-08,270.4585266113281,2022-03-08,127.10449981689453,2022-03-08,274.79998779296875,2022-03-08
